Speciality,Year_of_experience,Location,City,dp_score,consultation_fee,npv(votes),Degree
Cardiologist,19,Seshadripuram,Bangalore,100,950,33,MBBS
Cardiologist,46,Old Airport Road,Bangalore,80,1100,25,MBBS
Cardiologist,18,Nagasandra,Bangalore,100,750,21,MBBS
Cardiologist,33,Millers Road,Bangalore,100,1000,21,MBBS
Cardiologist,32,Vasanthnagar,Bangalore,100,850,21,MBBS
Cardiologist,19,Sarjapur Road,Bangalore,100,900,12,MBBS
Cardiologist,20,Seshadripuram,Bangalore,100,950,12,MBBS
Cardiologist,18,Whitefield,Bangalore,99,700,134,MBBS
Cardiologist,17,Yeshwanthpur,Bangalore,98,850,87,MBBS
Cardiologist,10,HSR Layout,Bangalore,98,700,87,MBBS
Cardiologist,34,Seshadripuram,Bangalore,98,950,87,MBBS
Cardiologist,7,JP Nagar 7 Phase,Bangalore,98,850,87,MBBS
Cardiologist,11,Koramangala 5 Block,Bangalore,98,700,87,MBBS
Cardiologist,21,Rajarajeshwarinagar,Bangalore,100,850,13,MBBS
Cardiologist,13,Old Airport Road,Bangalore,92,1100,13,MBBS
Cardiologist,20,Kundalahalli,Bangalore,87,900,23,MBBS
Cardiologist,13,Seshadripuram,Bangalore,87,950,23,MBBS
Cardiologist,12,Kumaraswamy Layout,Bangalore,87,550,23,MBBS
Cardiologist,9,Mahadevapura,Bangalore,87,800,23,MBBS
Cardiologist,12,JP Nagar,Bangalore,87,900,23,MBBS
Cardiologist,20,Hulimavu,Bangalore,99,700,230,MBBS
Cardiologist,25,Hosur Road,Bangalore,96,1000,91,MBBS
Cardiologist,21,Whitefield,Bangalore,98,700,255,MBBS
Cardiologist,49,Malleswaram,Bangalore,100,500,13,MBBS
Cardiologist,21,Yeshwanthpur,Bangalore,99,600,91,MBBS
Cardiologist,11,Indiranagar,Bangalore,99,850,91,MBBS
Cardiologist,27,Seshadripuram,Bangalore,99,950,91,MBBS
Cardiologist,11,Electronics City,Bangalore,79,800,14,MBBS
Cardiologist,14,Jayanagar 3 Block,Bangalore,79,700,14,MBBS
Cardiologist,6,Uttarahalli,Bangalore,79,700,14,MBBS
Cardiologist,15,Nagasandra,Bangalore,79,750,14,MBBS
Cardiologist,11,Vasanthnagar,Bangalore,79,850,14,MBBS
Cardiologist,49,Sarita Vihar,Delhi,95,1500,37,MBBS
Cardiologist,37,Saket,Delhi,94,2000,17,MBBS
Cardiologist,35,New Friends Colony,Delhi,83,2000,23,MBBS
Cardiologist,23,Saket,Delhi,83,1500,23,MBBS
Cardiologist,35,Sarita Vihar,Delhi,71,2500,14,MBBS
Cardiologist,28,Patparganj,Delhi,91,1200,11,MBBS
Cardiologist,46,Sarita Vihar,Delhi,91,1500,11,MBBS
Cardiologist,21,Sarita Vihar,Delhi,83,2500,24,MBBS
Cardiologist,31,Vasant Kunj,Delhi,98,1500,53,MBBS
Cardiologist,19,Dwarka,Delhi,98,800,521,MBBS
Cardiologist,18,Shalimar Bagh,Delhi,96,800,25,MBBS
Cardiologist,33,Patparganj,Delhi,96,1200,25,MBBS
Cardiologist,18,Sarita Vihar,Delhi,88,2000,34,MBBS
Cardiologist,32,Dwarka Sector 6,Delhi,88,1100,34,MBBS
Cardiologist,15,Shalimar Bagh,Delhi,88,1200,34,MBBS
Cardiologist,52,Greater Kailash Part 1,Delhi,100,2000,74,MBBS
Cardiologist,13,Greater Kailash Part 1,Delhi,100,1200,98,MBBS
Cardiologist,16,Borivali West,Mumbai,67,1500,39,MBBS
Cardiologist,17,Ghatkopar,Mumbai,98,1500,46,MBBS
Cardiologist,13,Mulund West,Mumbai,97,1500,39,MBBS
Cardiologist,20,Powai,Mumbai,100,2600,12,MBBS
Cardiologist,37,Girgaon,Mumbai,100,2500,12,MBBS
Cardiologist,19,Powai,Mumbai,91,2600,11,MBBS
Cardiologist,26,Malad West,Mumbai,82,1500,45,MBBS
Cardiologist,41,Tardeo,Mumbai,82,1500,17,MBBS
Cardiologist,31,Chembur,Mumbai,88,1200,16,MBBS
Cardiologist,4,Mira Road,Mumbai,88,1000,16,MBBS
Cardiologist,54,Old Airport Road,Bangalore,95,1100,179,MBBS
Cardiologist,8,Bannerghatta Road,Bangalore,99,1000,197,MBBS
Cardiologist,40,Sarita Vihar,Delhi,98,1200,166,MBBS
Cardiologist,19,Shalimar Bagh,Delhi,86,1200,22,MBBS
Cardiologist,19,Hebbal,Bangalore,100,1000,46,MBBS
Rheumatologist,11,Kalyan Nagar,Bangalore,98,1000,88,MBBS
Rheumatologist,14,Malleswaram,Bangalore,95,800,44,MBBS
Gastroenterologist,21,Kalyan Nagar,Bangalore,88,900,720,MBBS
Gastroenterologist,17,Bannerghatta Road,Bangalore,82,1000,44,MBBS
Gastroenterologist,19,Yeshwanthpur,Bangalore,85,700,48,MBBS
Gastroenterologist,20,Whitefield,Bangalore,86,900,29,MBBS
Gastroenterologist,17,Vasanthnagar,Bangalore,93,850,330,MBBS
Gastroenterologist,14,Marathahalli,Bangalore,96,600,216,MBBS
Gastroenterologist,13,Kengeri,Bangalore,84,800,117,MBBS
Gastroenterologist,10,HSR Layout,Bangalore,95,800,20,MBBS
Gastroenterologist,16,Hebbal,Bangalore,95,1090,20,MBBS
Gastroenterologist,16,Whitefield,Bangalore,98,700,50,MBBS
Gastroenterologist,13,Millers Road,Bangalore,93,1000,27,MBBS
Gastroenterologist,13,Malleswaram,Bangalore,94,800,216,MBBS
Gastroenterologist,14,Bannerghatta Road,Bangalore,50,1000,40,MBBS
Gastroenterologist,19,Indiranagar,Bangalore,86,800,84,MBBS
Gastroenterologist,26,Seshadripuram,Bangalore,46,740,13,MBBS
Gastroenterologist,12,Yeshwanthpur,Bangalore,46,600,13,MBBS
Gastroenterologist,6,Yeshwanthpur,Bangalore,46,850,13,MBBS
Gastroenterologist,23,Banashankari,Bangalore,95,800,1124,MBBS
Gastroenterologist,11,Nagasandra,Bangalore,100,750,25,MBBS
Gastroenterologist,42,Dwarka Sector 6,Delhi,68,1100,136,MBBS
Gastroenterologist,39,Shalimar Bagh,Delhi,93,1000,57,MBBS
Gastroenterologist,12,Pusa Road,Delhi,75,1500,12,MBBS
Gastroenterologist,17,Saket,Delhi,75,1200,12,MBBS
Gastroenterologist,13,Punjabi Bagh,Delhi,95,1500,44,MBBS
Gastroenterologist,23,Dwarka Sector 12,Delhi,85,1050,33,MBBS
Gastroenterologist,12,Uttam Nagar,Delhi,99,1100,173,MBBS
Gastroenterologist,48,Patparganj,Delhi,57,1000,14,MBBS
Gastroenterologist,22,Mahim,Mumbai,90,1500,216,MBBS
Gastroenterologist,16,Andheri West,Mumbai,97,2000,87,MBBS
Gastroenterologist,15,Borivali West,Mumbai,75,1000,16,MBBS
Gastroenterologist,7,Jayanagar,Bangalore,85,750,48,MBBS
Gastroenterologist,22,Mahalakshmi Layout,Bangalore,74,800,42,MBBS
Gastroenterologist,32,Powai,Mumbai,90,1900,42,MBBS
Gastroenterologist,16,Jayanagar 9 Block,Bangalore,95,800,236,MBBS
Gastroenterologist,12,Kengeri,Bangalore,85,700,48,MBBS
Gastroenterologist,18,Dwarka Sector 6,Delhi,74,1100,19,MBBS
Gastroenterologist,14,Jayanagar,Bangalore,46,800,13,MBBS
Gastroenterologist,14,Parel,Mumbai,97,1850,87,MBBS
Neurologist,26,Hebbal,Bangalore,88,1000,24,MBBS
Neurologist,22,Hebbal,Bangalore,78,1000,41,MBBS
Neurologist,44,Jayanagar,Bangalore,96,900,115,MBBS
Neurologist,21,Sampangiramnagar,Bangalore,97,800,1233,MBBS
Neurologist,22,Old Airport Road,Bangalore,94,1100,32,MBBS
Neurologist,19,Bannerghatta Road,Bangalore,100,1000,26,MBBS
Neurologist,14,Yeshwanthpur,Bangalore,93,850,70,MBBS
Neurologist,19,Rajarajeshwarinagar,Bangalore,88,700,34,MBBS
Neurologist,21,Hebbal,Bangalore,73,800,30,MBBS
Neurologist,10,Yeshwanthpur,Bangalore,83,850,12,MBBS
Neurologist,11,Yeshwanthpur,Bangalore,92,800,52,MBBS
Neurologist,45,Seshadripuram,Bangalore,71,740,14,MBBS
Neurologist,14,Hebbal,Bangalore,100,800,22,MBBS
Neurologist,19,Bannerghatta Road,Bangalore,81,1000,21,MBBS
Neurologist,21,Millers Road,Bangalore,91,1000,11,MBBS
Neurologist,18,JP Nagar,Bangalore,100,1000,12,MBBS
Neurologist,13,Whitefield,Bangalore,100,850,12,MBBS
Neurologist,15,JP Nagar,Bangalore,98,900,59,MBBS
Neurologist,10,Old Airport Road,Bangalore,89,1100,53,MBBS
Neurologist,16,Electronics City,Bangalore,89,750,53,MBBS
Neurologist,15,Sarjapur Road,Bangalore,90,700,63,MBBS
Neurologist,10,HSR Layout,Bangalore,90,600,63,MBBS
Neurologist,27,Lajpat Nagar,Delhi,60,1200,25,MBBS
Neurologist,17,Lajpat Nagar,Delhi,60,1200,25,MBBS
Neurologist,38,Sarita Vihar,Delhi,60,2000,25,MBBS
Neurologist,11,Pusa Road,Delhi,69,1700,109,MBBS
Neurologist,17,Shalimar Bagh,Delhi,64,1200,14,MBBS
Neurologist,16,Dwarka Sector 6,Delhi,96,1100,69,MBBS
Neurologist,16,Saket,Delhi,96,800,69,MBBS
Neurologist,40,Saket,Delhi,94,2300,31,MBBS
Neurologist,24,Patparganj,Delhi,86,1200,29,MBBS
Neurologist,10,Dwarka,Delhi,84,1000,182,MBBS
Neurologist,14,Rohini,Delhi,90,1000,42,MBBS
Neurologist,11,Preet Vihar,Delhi,100,600,24,MBBS
Neurologist,39,Chembur East,Mumbai,80,1500,88,MBBS
Neurologist,19,Mumbai Central,Mumbai,92,2000,12,MBBS
Neurologist,30,Hulimavu,Bangalore,87,700,236,MBBS
Pulmonologist,20,Hebbal,Bangalore,82,1000,34,MBBS
Rheumatologist,9,Jayanagar 9 Block,Bangalore,75,900,16,MBBS
Rheumatologist,36,Millers Road,Bangalore,98,1000,88,MBBS
Rheumatologist,10,Sheikh Sarai,Delhi,75,1000,57,MBBS
Rheumatologist,13,Mazgaon,Mumbai,91,2000,22,MBBS
Cardiologist,37,Bannerghatta Road,Bangalore,100,1000,13,MBBS
Cardiologist,24,Banashankari 2nd Stage,Bangalore,95,700,179,MBBS
Cardiologist,30,Hebbal,Bangalore,95,1000,179,MBBS
Cardiologist,23,Whitefield,Bangalore,91,700,194,MBBS
Cardiologist,27,Malleswaram,Bangalore,100,800,25,MBBS
Cardiologist,21,Electronics City,Bangalore,87,900,23,MBBS
Cardiologist,5,Kundalahalli,Bangalore,87,850,23,MBBS
Cardiologist,14,JP Nagar,Bangalore,79,900,14,MBBS
Cardiologist,11,Sampangiramnagar,Bangalore,79,700,14,MBBS
Cardiologist,27,Saket,Delhi,98,1200,166,MBBS
Cardiologist,24,Saket,Delhi,95,1200,37,MBBS
Cardiologist,12,Dwarka Sector 23,Delhi,37,1000,19,MBBS
Cardiologist,13,Patparganj,Delhi,95,800,59,MBBS
Cardiologist,24,Kandivali East,Mumbai,94,1000,105,MBBS
Cardiologist,14,Ghatkopar West,Mumbai,82,1000,45,MBBS
Cardiologist,21,Powai,Mumbai,82,2600,17,MBBS
Cardiologist,14,Horamavu,Bangalore,79,700,14,MBBS
Cardiologist,39,Pusa Road,Delhi,83,2000,23,MBBS
Cardiologist,18,Dwarka,Delhi,89,700,192,MBBS
Cardiologist,24,Saket,Delhi,37,1000,19,MBBS
Cardiologist,16,Hebbal,Bangalore,84,1000,56,MBBS
Gastroenterologist,20,Kengeri,Bangalore,98,800,759,MBBS
Gastroenterologist,13,Koramangala 5 Block,Bangalore,40,600,20,MBBS
Gastroenterologist,16,Yelahanka,Bangalore,97,600,93,MBBS
Gastroenterologist,12,Rajarajeshwarinagar,Bangalore,46,850,13,MBBS
Gastroenterologist,15,Yeshwanthpur,Bangalore,80,500,15,MBBS
Gastroenterologist,13,Okhla,Delhi,97,700,35,MBBS
Gastroenterologist,13,Moti Nagar,Delhi,57,1000,14,MBBS
Gastroenterologist,12,Sion,Mumbai,90,1200,96,MBBS
Gastroenterologist,21,Parel,Mumbai,100,1850,19,MBBS
Gastroenterologist,40,Mahim,Mumbai,90,2000,42,MBBS
Gastroenterologist,11,Kalyan Nagar,Bangalore,85,1000,48,MBBS
Gastroenterologist,21,Parel,Mumbai,90,2350,42,MBBS
Cardiologist,14,Sarjapur Road,Bangalore,97,900,1608,MBBS
Cardiologist,10,Sampangiramnagar,Bangalore,79,800,14,MBBS
Gastroenterologist,36,Old Airport Road,Bangalore,90,1100,593,MBBS
Neurologist,26,Parel,Mumbai,79,2350,14,MBBS
Gastroenterologist,6,Nagarbhavi 2nd Stage,Bangalore,46,700,13,MBBS
Rheumatologist,35,Sarita Vihar,Delhi,98,3000,43,MBBS
Gastroenterologist,12,HSR Layout,Bangalore,86,850,84,MBBS
Gastroenterologist,12,Sarjapur Road,Bangalore,46,750,13,MBBS
Neurologist,30,Koramangala 1 Block,Bangalore,88,1000,955,MBBS
Neurologist,11,Jayanagar 9 Block,Bangalore,73,750,30,MBBS
Neurologist,14,Bilekahalli,Bangalore,90,700,63,MBBS
Neurologist,31,Sarita Vihar,Delhi,100,1500,14,MBBS
Neurologist,11,Rohini Sector 9,Delhi,95,1000,21,MBBS
Neurologist,14,Powai,Mumbai,100,1600,13,MBBS
Pulmonologist,43,Dwarka Sector 12,Delhi,93,1200,58,MBBS
Rheumatologist,12,Old Airport Road,Bangalore,81,1100,16,MBBS
Rheumatologist,15,Whitefield,Bangalore,99,900,140,MBBS
Cardiologist,43,Old Airport Road,Bangalore,97,1100,1608,MBBS
Rheumatologist,12,Dilshad Garden,Delhi,75,700,16,MBBS
Rheumatologist,19,Bhandup West,Mumbai,94,800,2885,MBBS
Rheumatologist,23,Saket,Delhi,81,1700,31,MBBS
Gastroenterologist,18,Yeshwanthpur,Bangalore,94,850,17,MBBS
Rheumatologist,23,Millers Road,Bangalore,95,1000,44,MBBS
Gastroenterologist,47,Sarita Vihar,Delhi,75,2000,12,MBBS
Rheumatologist,41,Dwarka,Delhi,95,1000,505,MBBS
Rheumatologist,24,Shalimar Bagh,Delhi,92,800,25,MBBS
Neurologist,43,Sarita Vihar,Delhi,100,2000,14,MBBS
Cardiologist,29,JP Nagar,Bangalore,97,1050,37,MBBS
Cardiologist,21,Old Airport Road,Bangalore,91,1100,89,MBBS
Cardiologist,20,Marathahalli,Bangalore,97,600,106,MBBS
Cardiologist,12,Sarjapur Road,Bangalore,79,1550,14,MBBS
Cardiologist,44,Sarita Vihar,Delhi,96,1000,27,MBBS
Cardiologist,52,Sarita Vihar,Delhi,98,2500,166,MBBS
Cardiologist,38,Pusa Road,Delhi,95,2000,37,MBBS
Cardiologist,47,Sarita Vihar,Delhi,95,1800,37,MBBS
Cardiologist,24,Shalimar Bagh,Delhi,97,1500,117,MBBS
Cardiologist,37,Saket,Delhi,94,1200,17,MBBS
Cardiologist,37,Saket,Delhi,94,1200,17,MBBS
Cardiologist,37,Dwarka Sector 6,Delhi,83,1100,24,MBBS
Cardiologist,22,Ashok Vihar,Delhi,88,1000,34,MBBS
Cardiologist,43,Sarita Vihar,Delhi,88,2000,34,MBBS
Cardiologist,17,Moti Nagar,Delhi,37,1000,19,MBBS
Cardiologist,24,Saket,Delhi,97,1000,38,MBBS
Cardiologist,21,Pitampura,Delhi,88,1200,17,MBBS
Cardiologist,46,Patparganj,Delhi,95,1200,59,MBBS
Cardiologist,21,Parel,Mumbai,95,1850,21,MBBS
Cardiologist,20,Mira Road,Mumbai,95,750,96,MBBS
Cardiologist,11,Kurla West,Mumbai,88,1500,16,MBBS
Cardiologist,40,Pusa Road,Delhi,95,2200,22,MBBS
Cardiologist,21,Patel Nagar,Delhi,79,1200,19,MBBS
Cardiologist,33,Saket,Delhi,83,1200,24,MBBS
Cardiologist,36,Saket,Delhi,63,1500,16,MBBS
Rheumatologist,31,Sarita Vihar,Delhi,98,2500,43,MBBS
Gastroenterologist,19,Old Airport Road,Bangalore,82,1100,17,MBBS
Gastroenterologist,19,Sarjapur Road,Bangalore,86,900,84,MBBS
Gastroenterologist,56,Sarita Vihar,Delhi,97,2000,1188,MBBS
Gastroenterologist,47,Siri Fort Road,Delhi,88,2000,58,MBBS
Gastroenterologist,31,Sarita Vihar,Delhi,89,1500,18,MBBS
Gastroenterologist,36,Pusa Road,Delhi,84,1300,19,MBBS
Gastroenterologist,21,Patparganj,Delhi,86,1200,139,MBBS
Gastroenterologist,20,Sarita Vihar,Delhi,89,1500,91,MBBS
Gastroenterologist,53,Pusa Road,Delhi,86,1700,37,MBBS
Gastroenterologist,24,Sarita Vihar,Delhi,86,2000,37,MBBS
Gastroenterologist,43,Shalimar Bagh,Delhi,94,1200,65,MBBS
Gastroenterologist,33,Patparganj,Delhi,67,1300,73,MBBS
Gastroenterologist,31,Vikas Puri,Delhi,65,1000,142,MBBS
Gastroenterologist,29,Patparganj,Delhi,57,1000,37,MBBS
Gastroenterologist,22,Pusa Road,Delhi,85,1500,13,MBBS
Gastroenterologist,21,Powai,Mumbai,90,1600,96,MBBS
Gastroenterologist,24,Bhandup,Mumbai,87,2000,167,MBBS
Gastroenterologist,18,Hebbal,Bangalore,96,1000,28,MBBS
Gastroenterologist,16,Pusa Road,Delhi,87,1500,15,MBBS
Neurologist,45,Hebbal,Bangalore,97,1000,1578,MBBS
Neurologist,45,Old Airport Road,Bangalore,54,1100,57,MBBS
Neurologist,12,JP Nagar,Bangalore,90,850,63,MBBS
Neurologist,43,Dwarka Sector 6,Delhi,91,1100,180,MBBS
Neurologist,44,Pusa Road,Delhi,69,2000,109,MBBS
Neurologist,19,Saket,Delhi,91,2200,11,MBBS
Neurologist,34,Dwarka Sector 19,Delhi,79,1400,39,MBBS
Neurologist,23,Patparganj,Delhi,88,1200,26,MBBS
Cardiologist,21,Chembur,Mumbai,100,1200,25,MBBS
Cardiologist,28,Sarita Vihar,Delhi,71,2000,14,MBBS
Cardiologist,26,Mira Road,Mumbai,91,1000,11,MBBS
Cardiologist,32,Patparganj,Delhi,100,1200,98,MBBS
Gastroenterologist,30,Rajouri Garden,Delhi,88,1200,76,MBBS
Gastroenterologist,24,Saket,Delhi,53,1200,17,MBBS
Neurologist,21,Saket,Delhi,91,1800,11,MBBS
Rheumatologist,23,Rajouri Garden,Delhi,75,1000,16,MBBS
Cardiologist,25,Saket,Delhi,88,1200,34,MBBS
Pulmonologist,31,Sarita Vihar,Delhi,97,1500,1077,MBBS
Pulmonologist,38,Millers Road,Bangalore,89,1000,156,MBBS
Rheumatologist,39,Jayanagar,Bangalore,91,800,11,MBBS
Rheumatologist,12,Pusa Road,Delhi,98,1400,43,MBBS
Gynecologist,36,Kailash Colony,Delhi,92,1500,12,MBBS
Gynecologist,34,Santacruz,Mumbai,99,3000,240,MBBS
Gynecologist,32,Malad West,Mumbai,99,1000,977,MBBS
Neurologist,24,Safdarjung Enclave,Delhi,84,2000,182,MBBS
Gynecologist,22,Whitefield,Bangalore,75,600,12,MBBS
Gynecologist,16,Sarjapur Road,Bangalore,93,750,57,MBBS
Gynecologist,26,Whitefield,Bangalore,85,600,88,MBBS
Gynecologist,26,Kasturi nagar,Bangalore,95,700,626,MBBS
Gynecologist,35,Malleswaram,Bangalore,95,850,164,MBBS
Gynecologist,27,Jayanagar 9 Block,Bangalore,97,650,192,MBBS
Gynecologist,32,Indiranagar,Bangalore,91,800,195,MBBS
Gynecologist,26,Marathahalli,Bangalore,98,700,1289,MBBS
Gynecologist,34,Malleswaram,Bangalore,95,850,473,MBBS
Gynecologist,31,Whitefield,Bangalore,88,850,497,MBBS
Gynecologist,38,JP Nagar 6 Phase,Bangalore,94,1000,552,MBBS
Gynecologist,23,Old Airport Road,Bangalore,98,850,486,MBBS
Gynecologist,22,Old Airport Road,Bangalore,86,850,14,MBBS
Gynecologist,30,Whitefield,Bangalore,90,800,270,MBBS
Gynecologist,44,Jayanagar 9 Block,Bangalore,96,500,151,MBBS
Gynecologist,23,Whitefield,Bangalore,97,850,1224,MBBS
Gynecologist,29,Koramangala 6 Block,Bangalore,89,700,229,MBBS
Gynecologist,42,Koramangala 6 Block,Bangalore,96,700,594,MBBS
Gynecologist,23,Jayanagar 9 Block,Bangalore,90,650,29,MBBS
Gynecologist,32,Hebbal,Bangalore,94,800,408,MBBS
Gynecologist,35,Rajajinagar,Bangalore,90,500,102,MBBS
Gynecologist,29,Old Airport Road,Bangalore,91,900,43,MBBS
Gynecologist,34,Old Airport Road,Bangalore,100,900,12,MBBS
Gynecologist,35,Hebbal,Bangalore,87,800,23,MBBS
Gynecologist,20,Whitefield,Bangalore,97,800,88,MBBS
Gynecologist,24,Banashankari,Bangalore,97,750,415,MBBS
Gynecologist,25,Electronics City,Bangalore,92,700,1227,MBBS
Gynecologist,30,Banashankari,Bangalore,98,600,66,MBBS
Gynecologist,19,Bannerghatta Road,Bangalore,27,850,15,MBBS
Gynecologist,18,JP Nagar 1 Phase,Bangalore,88,900,26,MBBS
Gynecologist,32,Bannerghatta Road,Bangalore,95,900,39,MBBS
Gynecologist,27,Whitefield,Bangalore,86,600,36,MBBS
Gynecologist,42,HRBR Layout,Bangalore,98,600,102,MBBS
Gynecologist,16,Indiranagar,Bangalore,87,900,47,MBBS
Gynecologist,31,Hebbal,Bangalore,87,800,47,MBBS
Gynecologist,17,Sahakaranagar,Bangalore,100,850,45,MBBS
Gynecologist,36,Jayanagar,Bangalore,93,850,303,MBBS
Gynecologist,29,Koramangala 6 Block,Bangalore,94,700,70,MBBS
Gynecologist,18,Sarjapur Road,Bangalore,99,750,232,MBBS
Gynecologist,23,Hebbal,Bangalore,98,850,1383,MBBS
Gynecologist,29,Old Airport Road,Bangalore,95,900,97,MBBS
Gynecologist,23,Kumara Park West,Bangalore,94,900,17,MBBS
Gynecologist,23,Malleswaram,Bangalore,94,700,17,MBBS
Gynecologist,23,Malleswaram,Bangalore,67,700,12,MBBS
Gynecologist,34,Koramangala 6 Block,Bangalore,100,700,899,MBBS
Gynecologist,8,HBR Layout,Bangalore,100,500,71,MBBS
Gynecologist,9,Akshaya nagar,Bangalore,88,500,16,MBBS
Gynecologist,14,JP Nagar,Bangalore,99,650,307,MBBS
Gynecologist,28,Sarjapur Road,Bangalore,99,700,307,MBBS
Gynecologist,41,Bellandur,Bangalore,99,850,307,MBBS
Gynecologist,21,Bannerghatta Road,Bangalore,99,900,307,MBBS
Gynecologist,43,Koramangala 1 Block,Bangalore,91,1000,260,MBBS
Gynecologist,20,Kumaraswamy Layout,Bangalore,100,500,39,MBBS
Gynecologist,12,JP Nagar,Bangalore,100,0,13,MBBS
Gynecologist,25,Whitefield,Bangalore,91,600,198,MBBS
Gynecologist,30,Jayanagar,Bangalore,89,850,80,MBBS
Gynecologist,50,Basavanagudi,Bangalore,75,500,16,MBBS
Gynecologist,28,Malleswaram,Bangalore,98,350,171,MBBS
Gynecologist,23,Banashankari,Bangalore,86,600,14,MBBS
Gynecologist,15,JP Nagar,Bangalore,73,0,22,MBBS
Gynecologist,21,Electronics City,Bangalore,87,700,15,MBBS
Gynecologist,15,Kanakpura Road,Bangalore,92,850,25,MBBS
Infertility Specialist,16,Sarjapur Road,Bangalore,93,750,57,MBBS
Infertility Specialist,26,Marathahalli,Bangalore,98,700,1289,MBBS
Infertility Specialist,26,Kasturi nagar,Bangalore,95,700,626,MBBS
Infertility Specialist,35,Malleswaram,Bangalore,95,850,164,MBBS
Infertility Specialist,31,Whitefield,Bangalore,88,850,497,MBBS
Infertility Specialist,38,JP Nagar 6 Phase,Bangalore,94,1000,552,MBBS
Infertility Specialist,42,Koramangala 6 Block,Bangalore,96,700,594,MBBS
Infertility Specialist,22,Old Airport Road,Bangalore,86,850,14,MBBS
Infertility Specialist,32,Bannerghatta Road,Bangalore,95,900,39,MBBS
Infertility Specialist,29,Koramangala 6 Block,Bangalore,89,700,229,MBBS
Infertility Specialist,17,Jayanagar,Bangalore,100,850,12,MBBS
Infertility Specialist,23,Hebbal,Bangalore,98,850,1383,MBBS
Infertility Specialist,35,Rajajinagar,Bangalore,90,500,102,MBBS
Infertility Specialist,20,Whitefield,Bangalore,97,800,88,MBBS
Infertility Specialist,23,Kumara Park West,Bangalore,94,900,17,MBBS
Infertility Specialist,25,Electronics City,Bangalore,92,700,1227,MBBS
Infertility Specialist,18,JP Nagar 1 Phase,Bangalore,92,900,1227,MBBS
Infertility Specialist,16,Indiranagar,Bangalore,87,900,47,MBBS
Infertility Specialist,29,Koramangala 6 Block,Bangalore,94,700,70,MBBS
Infertility Specialist,29,Old Airport Road,Bangalore,95,900,97,MBBS
Infertility Specialist,20,Kumaraswamy Layout,Bangalore,100,500,39,MBBS
Infertility Specialist,25,Whitefield,Bangalore,91,600,198,MBBS
Infertility Specialist,50,Basavanagudi,Bangalore,75,500,16,MBBS
Infertility Specialist,23,Banashankari,Bangalore,99,600,245,MBBS
Infertility Specialist,21,Electronics City,Bangalore,99,700,286,MBBS
Infertility Specialist,38,HRBR Layout,Bangalore,96,600,450,MBBS
Gynecologist,38,Chirag Delhi,Delhi,95,1100,115,MBBS
Gynecologist,59,Sarita Vihar,Delhi,99,2000,137,MBBS
Gynecologist,48,Sarita Vihar,Delhi,95,800,183,MBBS
Gynecologist,13,Pusa Road,Delhi,96,1200,909,MBBS
Gynecologist,32,Chirag Delhi,Delhi,96,1100,598,MBBS
Gynecologist,34,Sarita Vihar,Delhi,93,2000,96,MBBS
Gynecologist,36,Dwarka Sector 6,Delhi,86,900,232,MBBS
Gynecologist,26,Paschim Vihar,Delhi,96,700,143,MBBS
Gynecologist,38,Chirag Delhi,Delhi,99,1500,278,MBBS
Gynecologist,43,Sarita Vihar,Delhi,98,2000,671,MBBS
Gynecologist,41,Panchsheel Park,Delhi,87,1300,170,MBBS
Gynecologist,38,Saket,Delhi,76,1200,25,MBBS
Gynecologist,38,Mehrauli,Delhi,94,1100,171,MBBS
Gynecologist,40,Panchsheel Park,Delhi,95,2700,59,MBBS
Gynecologist,18,Shalimar Bagh,Delhi,91,1100,11,MBBS
Gynecologist,33,Panchsheel Park,Delhi,100,1600,39,MBBS
Gynecologist,40,Sarita Vihar,Delhi,71,2000,17,MBBS
Gynecologist,24,Pitampura,Delhi,83,600,12,MBBS
Gynecologist,25,Punjabi Bagh,Delhi,100,1000,24,MBBS
Gynecologist,42,Shalimar Bagh,Delhi,95,1200,852,MBBS
Gynecologist,33,Moti Nagar,Delhi,91,1200,55,MBBS
Gynecologist,27,Sarita Vihar,Delhi,77,2000,13,MBBS
Gynecologist,44,Saket,Delhi,77,1200,13,MBBS
Gynecologist,22,Malviya Nagar,Delhi,77,1200,13,MBBS
Gynecologist,46,Punjabi Bagh,Delhi,91,1000,23,MBBS
Gynecologist,23,Malviya Nagar,Delhi,99,1200,78,MBBS
Gynecologist,13,Green Park,Delhi,97,1500,59,MBBS
Gynecologist,41,Panchsheel Park,Delhi,97,1200,59,MBBS
Gynecologist,32,Patparganj,Delhi,71,1000,14,MBBS
Gynecologist,16,Kailash Colony,Delhi,71,1200,14,MBBS
Gynecologist,35,Adarsh Nagar,Delhi,71,800,14,MBBS
Gynecologist,33,Saket,Delhi,30,1200,40,MBBS
Gynecologist,17,Moti Nagar,Delhi,100,600,11,MBBS
Gynecologist,23,Chattarpur,Delhi,90,700,21,MBBS
Gynecologist,19,Malviya Nagar,Delhi,92,1200,12,MBBS
Gynecologist,22,Patparganj,Delhi,100,900,11,MBBS
Gynecologist,43,Panchsheel Park,Delhi,88,2600,32,MBBS
Gynecologist,29,Panchsheel Park,Delhi,92,2100,25,MBBS
Gynecologist,38,Patparganj,Delhi,95,1000,21,MBBS
Gynecologist,29,Malviya Nagar,Delhi,76,1200,33,MBBS
Gynecologist,29,Panchsheel Park,Delhi,89,2200,18,MBBS
